Country Name,Country Code,Indicator Name,Indicator Code,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Grenada,GRD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.745,2.747,2.807,2.971,3.059,2.948,2.824,2.873,3.208,3.497,3.172,2.765,3.017,2.717,2.506,2.583,2.462,2.283,2.193,2.955,2.174
Guam,GUM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.213,11.39,9.697,7.7,7,7.4,8.3,8.892,9.3,8.2,13.3,12.2,11.5,7.6,6.9,5.4,5.418,5.449,5.401,6.248,5.991
Guyana,GUY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.806,11.81,11.529,11.28,11.08,10.7,10.846,11.027,11.314,11.636,11.819,12.038,12.303,12.639,13.004,13.257,13.462,13.627,13.172,15.334,14.557
High income,HIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.875168615,7.196436304,7.320529306,7.09622097,6.78019114,6.301419614,5.696973166,5.93326032,8.038797769,8.178612922,7.801109618,7.71230865,7.616135269,7.032404627,6.543137549,6.102311594,5.572554921,5.070628261,4.742305734,6.425280491,5.526279934
"Hong Kong SAR, China",HKG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.09,7.28,7.86,6.74,5.58,4.77,4.01,3.56,5.26,4.329,3.422,3.285,3.4,3.296,3.314,3.392,3.124,2.805,2.917,5.808,5.174
Honduras,HND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4,4.02,5.3,5.99,4.909,3.574,3.211,3.156,3.292,4.119,4.474,3.755,5.646,7.078,6.147,6.727,5.528,5.648,5.698,10.982,8.506
Heavily indebted poor countries (HIPC),HPC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.08284362,5.049079201,4.999782419,4.85956399,4.694772943,4.606002043,4.55129278,4.532949801,4.574265235,4.789764251,4.749387079,4.557874057,4.280062646,4.286334994,4.428670974,4.371447715,4.384236968,4.35098845,4.358911386,5.084669868,4.990254516
Croatia,HRV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,15.822,15.053,13.924,13.664,12.598,11.13,9.909,8.53,9.202,11.62,13.678,15.935,17.251,17.29,16.175,13.103,11.208,8.432,6.617,7.507,7.608
Haiti,HTI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.754,11.046,12.18,13.453,14.587,15.908,16.8,16.195,15.351,15.252,14.485,14.1,13.642,13.755,13.724,13.852,13.881,13.878,14.057,15.546,15.28
Hungary,HUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.671,5.608,5.79,5.832,7.189,7.494,7.406,7.817,10.03,11.172,11.029,11.003,10.177,7.725,6.813,5.115,4.156,3.708,3.419,4.25,4.045
IBRD only,IBD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.709061098,6.928416184,6.997188997,6.832903885,6.753467983,6.528085075,6.342271621,6.317963764,6.634253547,6.390027496,6.279305213,6.195731711,6.20442865,6.181304191,6.315044632,6.425631617,6.402873947,6.294235653,6.080613301,6.971652725,6.338909728
IDA & IBRD total,IBT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.274012365,6.443863193,6.489360103,6.332494593,6.243610421,6.026852404,5.869693976,5.860552072,6.120415081,5.904456073,5.819154494,5.815569369,5.78066573,5.738472303,5.905939172,5.965676254,5.988946557,5.924396852,5.78291781,6.643491619,6.171688602
IDA total,IDA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.428974788,4.410087671,4.37881771,4.270530444,4.1602876,4.003518161,3.986277009,4.065010955,4.136946367,4.064196051,4.100627615,4.414730295,4.239663624,4.139356247,4.446008815,4.344256583,4.552181582,4.660565415,4.782675381,5.576853161,5.630881022
IDA blend,IDB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.711810647,3.499294504,3.356554844,3.192780334,3.126900849,3.025239563,2.879354134,2.903486042,2.948660872,2.99311167,3.01891543,3.94029189,3.680093882,3.388377731,4.068943255,3.818180903,4.400747847,4.847499265,5.201020751,6.000359686,5.98291665
Indonesia,IDN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.082,6.604,6.657,7.303,7.945,7.551,8.06,7.208,6.106,5.614,5.153,4.468,4.336,4.049,4.514,4.301,3.783,4.387,3.59,4.255,3.827
IDA only,IDX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.788762994,4.867165695,4.893087146,4.814344146,4.681909232,4.497900836,4.548177837,4.656954474,4.744834326,4.61400162,4.655093274,4.659328919,4.52928576,4.529348744,4.644015619,4.620724849,4.631296595,4.563568571,4.565475519,5.354928482,5.44549655
Isle of Man,IMN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,
India,IND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.653,7.753,7.68,7.625,7.552,7.552,7.561,7.656,7.664,7.652,7.616,7.666,7.711,7.674,7.631,7.601,7.618,7.652,6.51,7.859,6.38
Not classified,INX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.684,4.216,4.478,4.491,4.237,4.355,4.98,6.774,12.609,14.534,15.354,15.451,13.735,11.858,9.908,8.374,6.713,5.741,4.95,5.623,6.364
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.36,12.8,11.529,10.3,11.813,11.519,10.772,10.63,12.113,13.679,12.491,12.275,10.595,10.68,11.166,12.618,12.232,12.195,10.74,9.687,9.282
Iraq,IRQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.261,8.621,8.955,8.719,8.578,8.42,8.646,8.467,8.414,8.267,8.191,7.965,9.205,10.59,10.842,10.82,13.02,13.49,14.109,15.778,16.173
Iceland,ISL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.874,2.988,3.997,4.031,2.547,2.83,2.251,2.946,7.22,7.564,7.028,6,5.376,4.897,3.979,2.978,2.742,2.704,3.507,5.478,6.029
Israel,ISR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.812,12.888,13.505,13.029,11.342,10.707,9.379,7.704,9.534,8.48,7.139,6.762,6.137,5.789,5.176,4.723,4.14,3.917,3.731,4.169,4.812
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.599,9.211,8.869,7.866,7.73,6.777,6.076,6.723,7.749,8.363,8.359,10.655,12.149,12.683,11.896,11.688,11.211,10.61,9.951,9.164,9.497
Jamaica,JAM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.646,6.619,6.535,6.539,6.577,6.605,6.606,6.666,7.314,7.63,8.034,8.695,9.698,9.046,8.825,8.634,7.399,5.47,4.987,6.501,5.188
Jordan,JOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,14.7,15.3,14.5,14.628,14.8,14,13.1,12.7,12.9,12.5,12.9,12.2,12.6,11.9,13.075,15.275,18.12,18.257,16.801,19.213,19.837
Japan,JPN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.02,5.386,5.251,4.734,4.446,4.192,3.888,4.002,5.068,5.102,4.55,4.358,4.038,3.589,3.385,3.132,2.822,2.467,2.351,2.809,2.828
Kazakhstan,KAZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.43,9.33,8.78,8.4,8.13,7.79,7.26,6.63,6.55,5.77,5.39,5.29,5.2,5.06,4.93,4.96,4.9,4.85,4.8,4.89,5.546
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.881,2.919,2.873,2.848,2.745,2.68,2.65,2.756,2.818,2.796,2.704,2.682,2.764,2.768,2.762,2.757,3.541,4.284,5.014,5.619,5.693
Kyrgyz Republic,KGZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.95,2.065,2.162,2.259,2.362,2.48,2.577,2.642,2.744,2.887,2.999,3.114,3.153,3.262,3.338,3.474,3.57,3.67,4.295,4.63,4.096
Cambodia,KHM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.774,0.852,0.909,1.003,1.064,1.152,1.257,0.825,0.579,0.771,0.577,0.496,0.438,0.692,0.393,0.716,0.141,0.13,0.119,0.172,0.396
Kiribati,KIR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.699,3.046,3.348,3.42,3.482,3.254,3.013,2.959,3.363,3.324,2.992,2.812,2.747,3.082,3.546,3.65,3.653,3.824,3.746,3.931,3.639
Kuwait,KWT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.8,1.1,1.3,1.7,1.456,1.3,1.5,1.75,1.64,1.82,2.053,2.231,2.471,2.9,2.2,2.16,2.227,2.204,2.251,3.557,3.002
Latin America & Caribbean (excluding high income),LAC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.769345709,8.980572451,8.812141502,8.356498676,8.042708917,7.486574859,7.157788222,6.763709143,7.762671691,7.139267268,6.648150711,6.37017561,6.29065163,6.097469406,6.692245233,7.892085536,8.213139069,8.070331786,8.11517434,10.27412739,9.233558687
Lao PDR,LAO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.88,1.775,1.639,1.498,1.35,1.198,1.067,0.943,0.834,0.708,1.055,1.399,1.757,2.119,2.494,2.881,3.268,2.9,2.537,2.361,2.066
Lebanon,LBN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.464,8.229,8.05,7.85,8.247,8.671,8.98,7.666,6.355,6.775,7.349,7.937,8.458,8.833,9.306,9.786,10.251,10.745,11.301,13.284,12.669
Liberia,LBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.294,2.318,2.586,2.589,2.577,2.283,2.235,2.222,2.242,2.266,2.211,2.146,2.08,2.079,2.557,3.081,3.066,3.056,3.068,4.109,3.845
Libya,LBY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,19.228,19.247,19.045,18.911,18.639,18.779,18.745,19.006,19.247,19.276,19.478,19.03,19.327,19.308,19.676,19.522,19.02,18.836,19.05,19.613,19.641
St. Lucia,LCA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,18.546,20.39,22.18,20.97,18.7,16,14,12.72,15.37,17.12,18.86,19.06,22.21,21.597,20.858,19.933,19.136,19.329,15.613,25.224,20.514
Latin America & Caribbean,LCN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.067122634,9.406548642,9.267107919,8.75123322,8.23794709,7.614742075,7.225953076,6.838666757,7.813883072,7.210855242,6.708404653,6.414501009,6.369488431,6.175096337,6.668355284,7.729508123,8.028726369,7.932330896,8.000396393,10.21428164,9.15752049
Least developed countries: UN classification,LDC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.730012816,4.821741537,4.897184211,4.855005174,4.793341973,4.677801423,4.738515081,4.795883027,4.886488691,4.761944356,4.861938967,4.844680392,4.794786042,4.751293566,4.839384551,4.906837692,4.969473103,4.887023551,4.886146554,5.639128799,5.753024166
Low income,LIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.044251903,5.006009367,4.94435362,4.791996453,4.630029834,4.630126111,4.66466573,4.786666283,4.664810598,4.81401913,4.854009056,4.936619364,4.764394693,4.746436449,4.86329467,4.964607073,5.057504517,4.975544528,4.994943147,5.687316464,5.708732634
Liechtenstein,LIE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.9,8.76,8.22,8.38,7.67,6.5,5.97,5.22,5.85,4.784,4.118,3.88,4.186,4.157,4.519,4.242,4.046,4.318,4.67,5.364,4.981
Lower middle income,LMC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.181458723,6.202458274,6.189178879,6.099724443,6.057665335,5.93897841,5.841376406,5.887660735,5.948084666,5.810200432,5.897101362,6.090376291,6.077279503,6.003316028,6.148225858,6.033098658,6.121685665,6.114093971,5.620396688,6.663809262,6.012201202
Low & middle income,LMY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.979718663,6.167076432,6.218905081,6.087871228,6.055299065,5.87510161,5.791583712,5.803071274,5.990540997,5.78219224,5.722855359,5.752552534,5.708418108,5.686112943,5.86808072,5.949803459,5.996787021,5.947582184,5.813816163,6.651590032,6.19361989
Lesotho,LSO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,16.141,16.137,16.113,16.206,16.086,16.107,15.997,15.907,16.16,16.113,16.157,15.813,15.97,16.104,16.254,16.17,16.401,16.625,16.876,18.399,18.23
Late-demographic dividend,LTE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.468612676,5.653735603,5.890218187,5.695869044,5.620155748,5.368818662,5.104766323,5.136655022,5.566326746,5.23949762,5.106795425,5.018318194,4.999059436,4.927700792,5.100205188,5.269339845,5.260183966,5.039624856,5.185075164,5.918407759,5.495105444
Lithuania,LTU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,16.84,13.008,12.874,10.684,8.325,5.78,4.25,5.826,13.785,17.814,15.39,13.365,11.77,10.698,9.12,7.862,7.073,6.147,6.255,8.487,7.112
Luxembourg,LUX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.805,2.621,3.675,5.113,4.488,4.731,4.065,5.06,5.194,4.423,5.122,5.03,6.045,6.044,6.796,6.669,5.523,5.589,5.592,6.766,5.571
Latvia,LVA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.821,13.829,12.061,11.708,10.033,7.03,6.052,7.739,17.515,19.482,16.206,15.047,11.867,10.846,9.873,9.643,8.715,7.412,6.312,8.098,7.513
"Macao SAR, China",MAC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.393,6.267,5.995,4.904,4.158,3.822,3.269,2.999,3.58,2.84,2.56,1.97,1.82,1.67,1.81,1.939,1.987,1.834,1.749,2.566,2.229
St. Martin (French part),MAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.46,11.59,11.92,10.83,11.01,9.67,9.56,9.57,8.96,9.09,8.91,8.99,9.23,9.7,9.46,9.3,9.223,9.271,9.194,11.223,10.576
Monaco,MCO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.366,6.845,6.378,6.374,5.633,4.2,2.723,2.073,2.987,2.937,2.648,2.151,1.873,1.425,1.742,1.557,1.586,1.196,1.466,1.186,0.785
Madagascar,MDG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.35,5.502,5.01,3.946,2.62,2.946,3.205,3.438,3.887,4.28,2.512,0.599,0.996,1.386,1.785,1.947,2.119,2.297,2.469,3.284,3.487
Maldives,MDV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.083,4.148,5.134,6.1,7.328,8.392,9.447,10.242,11.697,10.881,10.06,9.14,8.3,7.477,6.604,5.771,5.401,4.95,4.562,5.434,5.024
Middle East & North Africa,MEA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.11729937,12.2487855,11.95373747,10.8013378,10.92505452,10.2358226,9.722819952,9.399337835,9.572879213,9.771818764,10.29692422,10.62806671,10.32673244,10.3941019,10.6419856,10.69700694,10.87828666,10.503693,9.866753501,10.61699961,10.2348915
Mexico,MEX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.627,3.003,3.455,3.937,3.558,3.566,3.628,3.874,5.356,5.303,5.175,4.892,4.921,4.819,4.311,3.853,3.419,3.275,3.477,4.44,4.019
Marshall Islands,MHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.050492593,6.255840148,6.317304099,6.188850492,6.167497258,5.97439394,5.882612672,5.886452461,6.100916386,5.86419605,5.79802071,5.824126081,5.792405399,5.769877189,5.957859488,6.038673532,6.082416743,6.037673802,5.890922001,6.744591247,6.240573663
North Macedonia,MKD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,30.52,31.94,36.69,37.161,37.32,36.392,35.231,33.93,32.351,33.135,31.502,31.096,29.017,28.215,26.395,24.312,22.857,21.208,17.414,16.575,15.801
Mali,MLI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.338,1.364,1.281,1.412,1.379,1.425,1.405,1.424,1.423,1.405,1.422,1.482,1.516,1.474,1.401,1.367,1.494,1.62,3.29,3.528,3.966
Malta,MLT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.107,6.902,7.488,7.317,6.923,6.798,6.472,5.977,6.889,6.847,6.378,6.197,6.106,5.725,5.389,4.687,4.002,3.658,3.616,4.347,3.394
Myanmar,MMR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.694,0.69,0.691,0.682,0.676,0.68,0.687,0.703,0.715,0.727,0.75,0.767,0.775,0.763,0.766,1.058,1.356,0.767,0.407,1.476,4.34
Middle East & North Africa (excluding high income),MNA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.14645397,13.25584681,12.88936662,11.56496762,11.77146049,11.02511204,10.56526912,10.36341274,10.52320883,10.79445767,11.52093355,12.04622986,11.79144291,11.92093589,12.40173083,12.5560173,12.75331169,12.29012922,11.52505463,12.10312273,11.75845495
Montenegro,MNE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,30.741,30.423,30.458,30.37,30.31,24.79,19.4,17.15,19.09,19.649,19.759,19.808,19.585,18.054,17.555,17.732,16.082,15.19,15.128,17.878,16.543
Mongolia,MNG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.111,6.2,6.768,6.854,7.017,7.193,7.2,5.565,5.86,6.549,4.769,3.905,4.231,4.798,4.861,7.235,6.359,5.377,9.269,6.594,7.747
Northern Mariana Islands,MNP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.839,2.903,2.859,2.955,3.037,3.039,3.084,3.114,3.208,3.261,3.296,3.305,3.346,3.377,3.426,3.457,3.539,3.604,3.646,3.921,4.053
Mauritania,MRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.125,10.185,9.921,9.791,9.626,9.37,9.524,9.735,10.186,10.075,9.968,9.864,9.929,10.028,10.108,10.283,10.336,10.407,10.416,11.054,11.144
Mauritius,MUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.14,8.205,8.311,8.337,9.524,9.04,8.475,7.17,7.257,7.654,7.447,7.472,7.322,7.467,7.41,6.814,6.752,6.426,6.331,8.626,7.719
Malawi,MWI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.209,5.233,5.157,4.971,4.944,4.96,4.888,4.814,4.754,4.798,4.842,4.952,4.978,4.967,4.954,5.007,5.039,5.014,4.966,5.728,5.662
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.53,3.48,3.61,3.54,3.53,3.32,3.23,3.32,3.66,3.39,3.05,3.1,3.16,2.88,3.1,3.44,3.41,3.3,3.26,4.54,4.64
North America,NAC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.979619642,5.974864124,6.153261515,5.701248195,5.257508596,4.816143951,4.782431658,5.836528463,9.169948521,9.477563527,8.807744508,7.995793675,7.349716083,6.26105883,5.461180947,5.104236035,4.580632872,4.108187838,3.891705534,8.230623858,5.59214283
Namibia,NAM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,20.98,21.5,22.052,22.09,22.107,21.876,22.119,22.017,22.254,22.12,19.476,16.771,19.028,18.521,20.808,23.352,21.733,19.877,19.921,21.004,20.922
New Caledonia,NCL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,17.441,17.074,16.716,16.31,15.769,15.236,14.757,14.367,13.97,13.95,13.935,14.051,14.347,14.59,13.637,12.714,11.676,11.702,10.88,13.558,11.54
Niger,NER,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.47,1.813,2.156,2.747,3.1,2.536,2.032,1.592,1.209,0.722,0.316,2.177,1.397,0.524,0.553,0.548,0.554,0.535,0.531,0.594,0.78
Nigeria,NGA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.91,3.681,3.648,3.601,3.734,3.756,3.799,3.795,3.766,3.746,3.77,3.76,3.711,3.902,4.135,4.499,4.828,5.067,5.206,5.742,5.45
Nicaragua,NIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.203,7.513,7.6,6.41,5.37,5.31,4.89,6.2,8.16,7.83,6.618,5.208,5.28,4.52,4.7,3.9,3.3,5.2,5.472,6.201,6.118
Netherlands,NLD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.119,2.554,3.593,4.646,5.872,5.007,4.153,3.658,4.352,4.991,4.977,5.821,7.241,7.419,6.872,6.007,4.837,3.832,3.379,3.82,4.209
Norway,NOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.738,4.022,4.221,4.256,4.381,3.397,2.493,2.521,3.1,3.527,3.196,3.129,3.425,3.486,4.296,4.68,4.164,3.801,3.684,4.424,4.359
