Country Name,Country Code,Indicator Name,Indicator Code,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Nepal,NPL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.504,10.632,10.702,10.71,10.617,10.639,10.683,10.613,10.587,10.554,10.64,10.643,10.687,10.617,10.644,10.742,10.66,10.559,10.389,12.975,12.186
Nauru,NRU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.433,5.282,4.745,4.005,3.807,3.857,3.661,4.167,6.121,6.557,6.491,6.931,5.839,5.428,5.415,5.147,4.736,4.335,4.109,4.595,3.776
OECD members,OED,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.619344429,7.139900291,7.273511607,7.172797092,6.829683646,6.342358356,5.886111919,6.203319072,8.378491306,8.514878213,8.11736157,8.099825972,7.986612058,7.411071684,6.858651106,6.435778344,5.919059329,5.479452044,5.390532098,7.14864258,6.192863722
Oman,OMN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.281,4.328,4.62,4.734,4.626,4.383,4.298,4.142,3.993,3.935,3.958,3.765,3.547,3.449,3.401,3.266,2.522,1.8,2.04,2.94,1.9
Other small states,OSS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.20361638,9.515716495,9.825634659,9.744582997,9.560126899,8.763496485,8.131041616,7.913583173,9.471576691,9.785562369,9.329605748,9.320810929,9.502664655,9.2105329,8.78523373,8.498587328,8.076154435,7.669563071,7.343309908,8.826706698,8.366062348
Pakistan,PAK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.629,0.635,0.63,0.608,0.585,0.582,0.398,0.423,0.535,0.653,0.796,3.667,2.954,1.827,3.566,2.285,3.215,4.083,4.83,6.127,6.338
Panama,PAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.372,6.362,6.346,6.127,6.002,5.822,5.694,5.647,5.864,5.845,4.03,3.691,3.674,4.391,4.335,4.717,5.338,5.161,6.256,14.663,10.177
Peru,PER,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.063,4.84,4.15,4.71,4.87,4.17,4.08,4.03,3.96,3.6,3.477,3.238,3.575,3.208,3.272,3.741,3.691,3.492,3.379,7.179,5.097
Philippines,PHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.698,3.615,3.527,3.554,3.795,4.052,3.434,3.72,3.858,3.605,3.592,3.504,3.497,3.6,3.068,2.695,2.552,2.338,2.237,2.522,3.398
Palau,PLW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.801,2.755,2.628,2.526,2.387,2.287,2.172,2.169,2.089,2.002,2.62,2.631,2.692,2.536,2.503,2.472,2.569,2.635,2.634,2.883,3.003
Poland,POL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,18.435,20.211,19.899,18.822,17.592,13.794,9.551,7.069,8.131,9.578,9.576,10.031,10.293,8.971,7.475,6.141,4.867,3.835,3.267,3.155,3.268
Pre-demographic dividend,PRE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.128220778,5.081696127,5.056167188,4.973515905,4.941705984,4.919682709,4.879908543,4.875640794,4.904835241,5.09948599,5.151441028,5.058323624,4.871453749,4.859835388,4.937191701,5.020891066,5.284609319,5.351386027,5.423094637,5.960077686,5.823475559
Puerto Rico,PRI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.4,11.94,11.78,10.31,11.35,11.01,10.93,11.48,15,16.1,15.7,14.5,14.3,13.9,12,11.8,10.8,9.2,8.3,8.89,7.9
"Korea, Dem. People's Rep.",PRK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.07,3.043,3.059,3.016,2.972,2.944,2.936,2.873,2.871,2.81,2.894,2.916,2.928,2.883,2.896,2.931,2.846,2.757,2.782,2.948,3
Portugal,PRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.829,4.497,6.132,6.319,7.582,7.649,7.965,7.553,9.432,10.771,12.682,15.531,16.188,13.897,12.447,11.068,8.869,6.994,6.464,6.801,6.577
Paraguay,PRY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.206,9.393,6.814,6.513,4.825,5.277,4.713,4.415,5.46,4.569,4.67,4.085,4.385,5.034,4.556,5.255,6.138,6.217,6.595,7.548,7.311
West Bank and Gaza,PSE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,21.493,27.465,23.004,23.215,20.016,19.014,18.282,22.913,20.452,21.416,17.597,19.202,19.894,20.526,23.005,23.939,25.677,26.256,25.34,25.895,26.39
Pacific island small states,PSS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.527365112,4.620601175,4.517350021,4.347173235,3.844312427,3.815964291,3.760530415,3.662775336,3.605830934,3.50620035,3.445319572,3.549311219,3.429090524,3.40086553,3.382091451,3.370556573,3.367720152,3.275633607,3.213943249,3.179371277,3.183777288
Post-demographic dividend,PST,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.382039628,6.775191064,6.861366152,6.671292908,6.405668339,5.990029255,5.568499455,5.899603788,8.06989185,8.344682968,8.058615605,8.114500142,7.994468016,7.465227343,6.887324643,6.413711268,5.852856877,5.299987786,4.942915771,6.726088056,5.803080303
French Polynesia,PYF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.664,11.71,11.753,11.701,11.722,11.769,11.74,11.759,11.97,12.145,12.274,12.143,12.029,11.889,11.789,11.715,11.573,11.572,11.565,12.951,12.531
Qatar,QAT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.87,0.87,0.87,0.87,0.87,0.87,0.52,0.31,0.31,0.45,0.56,0.48,0.28,0.2,0.17,0.15,0.14,0.11,0.1,0.14,0.14
Romania,ROU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.561,8.112,6.95,7.719,7.174,7.27,6.413,5.787,6.859,6.959,7.177,6.794,7.096,6.802,6.812,5.901,4.927,4.187,3.912,5.035,5.59
Russian Federation,RUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.978,7.875,8.21,7.763,7.124,7.055,6.002,6.205,8.301,7.407,6.571,5.484,5.513,5.212,5.615,5.591,5.238,4.871,4.513,5.62,4.749
Rwanda,RWA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.76,11.499,11.696,11.731,11.854,11.632,11.626,11.57,11.663,11.673,11.775,11.701,11.785,11.844,11.838,11.801,11.875,10.759,11.236,11.829,15.775
South Asia,SAS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.705095951,6.827158942,6.789505433,6.739540821,6.661344224,6.572479852,6.576619599,6.667968007,6.718789431,6.528950703,6.536541004,6.890782185,6.891672535,6.74959645,6.907550405,6.762154225,6.878564898,6.998872465,6.207822465,7.506441453,6.389006384
Saudi Arabia,SAU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.618,5.265,5.563,5.822,6.051,6.254,5.734,5.085,5.377,5.55,5.77,5.622,5.6,5.877,5.6,5.6,5.89,6.029,5.636,7.66,6.621
Sudan,SDN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,15.568,15.514,15.515,15.539,15.546,15.542,15.531,15.566,13,15.161,17.44,17.002,16.3,15.411,14.347,13.606,12.953,12.303,11.658,11.958,11.044
Senegal,SEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.7,2.828,2.794,2.788,2.703,2.77,2.808,2.822,2.814,2.803,2.853,3.888,4.986,5.841,6.757,4.455,4.078,3.455,2.863,3.437,3.44
Singapore,SGP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.76,5.65,5.93,5.84,5.59,4.48,3.9,3.96,5.86,4.12,3.89,3.72,3.86,3.74,3.79,4.08,4.2,3.613,3.1,4.1,4.64
Solomon Islands,SLB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.642,2.696,2.29,2.031,1.885,1.92,1.981,1.999,2.02,1.617,1.292,0.984,0.694,0.729,0.735,0.734,0.725,0.72,0.743,0.864,0.884
Sierra Leone,SLE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.154,3.903,3.879,3.42,3.716,3.889,4.007,4.128,4.269,4.413,4.54,4.552,4.538,4.678,4.606,4.294,3.834,3.192,3.203,3.508,3.556
El Salvador,SLV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.96,6.2,6.9,6.8,7.22,6.57,6.41,5.88,7.33,4.893,4.297,3.843,3.693,4.154,3.998,4.418,4.385,4.006,4.17,5.008,4.327
San Marino,SMR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,19.076,19.077,19.081,18.992,18.997,19.002,18.981,18.996,19.013,19.031,19.052,19.105,19.013,18.861,18.597,18.578,18.523,18.738,18.828,19.413,19.662
Serbia,SRB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.8,13.8,15.2,18.5,20.85,20.85,18.06,13.67,16.116,19.204,22.959,24,22.154,19.223,17.66,15.257,13.477,12.733,10.395,9.011,9.843
Sub-Saharan Africa (excluding high income),SSA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.341432974,6.237321274,6.168585018,6.022865216,5.923487566,5.836134353,5.793449213,5.786964469,5.84624036,5.983914624,5.997944998,5.862686162,5.639091632,5.684788144,5.8550252,5.941673769,6.077506409,6.106327975,6.267921211,6.803309526,6.987663396
South Sudan,SSD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.286,12.234,12.232,12.256,12.266,12.267,12.262,12.298,12.463,12.503,12.635,12.896,12.727,12.602,12.485,12.955,13.111,12.952,12.709,14.319,14.029
Sub-Saharan Africa,SSF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.341432974,6.237321274,6.168585018,6.022865216,5.923487566,5.836134353,5.793449213,5.786964469,5.84624036,5.983914624,5.997944998,5.862686162,5.639091632,5.684788144,5.8550252,5.941673769,6.077506409,6.106327975,6.267921211,6.803309526,6.987663396
Small states,SST,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.688851015,9.296159956,9.560919489,9.38038073,9.146166787,8.401128793,7.880251726,7.715205697,9.098822694,9.32842003,9.031662935,9.060646953,9.244631374,8.985368272,8.573288514,8.357434714,7.958391646,7.683291548,7.367787987,8.769215791,8.326651271
Sao Tome and Principe,STP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,15.73,17.63,16.36,16.12,16.47,16.65,16.024,15.426,15.134,14.626,14.224,13.59,12.48,11.435,10.594,9.686,8.808,8.714,8.831,9.686,9.6
Suriname,SUR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.148,11.243,10.359,9.49,9.263,9.096,9.004,8.831,8.72,7.15,7.54,8.1,6.6,6.94,7.22,7.917,7.888,7.693,7.556,8.76,8.491
Slovak Republic,SVK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,19.148,18.541,17.549,18.206,16.276,13.395,11.16,9.514,12.023,14.387,13.634,13.966,14.226,11.536,11.492,9.679,8.142,6.544,5.761,6.719,6.894
Slovenia,SVN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.682,5.922,6.479,6.012,6.506,5.95,4.818,4.371,5.858,7.236,8.166,8.841,10.103,9.668,8.962,8,6.564,5.108,4.446,4.971,4.744
Sweden,SWE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.73,4.965,5.555,6.693,7.81,7.066,6.161,6.235,8.351,8.61,7.804,7.976,8.052,7.954,7.432,6.99,6.718,6.365,6.833,8.291,8.722
Eswatini,SWZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,25.178,25.716,26.216,26.69,27.204,27.69,28.24,27.835,27.383,26.736,25.987,25.128,24.448,23.828,23.285,22.718,24.523,26.369,28.138,32.944,34.153
Sint Maarten (Dutch part),SXM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,
Syrian Arab Republic,SYR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.63,10.94,10.28,9.513,8.809,8.17,8.42,10.94,8.14,8.61,8.627,13.8,14.5,14.783,14.243,13.795,13.597,13.497,13.36,15.191,14.877
Turks and Caicos Islands,TCA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.787,0.769,0.732,0.685,0.678,0.724,0.834,0.906,0.906,0.878,0.905,0.9,0.948,0.933,0.974,1.047,1.116,1.135,1.084,1.707,1.548
East Asia & Pacific (IDA & IBRD countries),TEA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.857171661,4.175665457,4.426260489,4.42148008,4.502312598,4.394751806,4.3748966,4.457840191,4.439307111,4.175624918,4.123948056,4.061507359,4.06337163,4.059461162,4.134988005,4.050945294,3.928165117,3.81853389,3.910558146,4.38272644,4.139769791
Europe & Central Asia (IDA & IBRD countries),TEC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.74728387,10.53338667,10.29463808,9.949233562,9.292083625,8.668148073,7.567634495,7.370992656,9.104560346,8.687683835,8.121347873,7.657791823,7.715866703,7.659355648,7.642103482,7.475268271,7.125531595,6.686021199,6.740579822,7.237416044,6.831966851
Togo,TGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.124,4.104,3.984,4.015,4.157,4.229,3.817,3.283,2.849,2.383,1.982,2.03,2.085,2.142,2.204,2.968,3.744,2.898,2.036,2.225,2.333
Thailand,THA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.6,1.82,1.54,1.51,1.35,1.22,1.18,1.18,1.49,0.622,0.66,0.58,0.249,0.576,0.597,0.688,0.83,0.765,0.716,1.099,1.215
Tajikistan,TJK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.75,3.95,3.85,3.616,3.375,3.13,2.874,7.134,11.5,11.542,11.557,11.444,11.417,11.439,11.485,11.5,11.487,11.437,11.419,12.321,12.333
Turkmenistan,TKM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.851,10.153,9.311,8.44,7.485,6.58,5.694,4.835,4,4,4.002,3.986,3.983,4,4.016,4.031,4.044,4.044,4.043,4.501,4.459
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.16163877,9.520402624,9.39491061,8.881379293,8.344276921,7.708406483,7.311822677,6.915072996,7.893076731,7.252825694,6.728068865,6.427542235,6.383973006,6.199613326,6.719034468,7.811365755,8.127556965,8.033247205,8.104243491,10.35224945,9.27350464
Timor-Leste,TLS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.363,3.453,3.503,3.656,3.563,3.581,3.489,3.413,3.291,3.301,3.384,3.468,3.564,3.618,3.678,4.657,4.248,3.778,3.097,2.782,2.344
Middle East & North Africa (IDA & IBRD countries),TMN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.08890775,13.15812969,12.81414328,11.47960368,11.71038476,10.96540171,10.5049504,10.26355486,10.44300245,10.70668154,11.46754446,11.98178643,11.71694917,11.83996854,12.29539099,12.44170797,12.62113992,12.14672116,11.37824388,11.96108607,11.59841813
Tonga,TON,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.48,4.838,5.18,3.942,2.571,1.09,1.181,1.252,1.407,1.513,1.602,1.643,1.754,1.92,2.024,2.046,2.131,2.248,2.157,2.699,2.111
South Asia (IDA & IBRD),TSA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.705095951,6.827158942,6.789505433,6.739540821,6.661344224,6.572479852,6.576619599,6.667968007,6.718789431,6.528950703,6.536541004,6.890782185,6.891672535,6.74959645,6.907550405,6.762154225,6.878564898,6.998872465,6.207822465,7.506441453,6.389006384
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.341432974,6.237321274,6.168585018,6.022865216,5.923487566,5.836134353,5.793449213,5.786964469,5.84624036,5.983914624,5.997944998,5.862686162,5.639091632,5.684788144,5.8550252,5.941673769,6.077506409,6.106327975,6.267921211,6.803309526,6.987663396
Trinidad and Tobago,TTO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.88,10.39,10.48,8.33,7.95,6.27,5.54,4.63,5.28,4.033,3.425,3.718,2.683,2.477,2.428,3.207,3.394,3.498,3.523,4.206,4.446
Tunisia,TUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,14.4,14.55,14.51,14.23,12.872,12.51,12.365,12.444,13.29,13.049,18.334,17.63,15.934,14.259,15.159,15.557,15.33,15.459,17.153,17.656,16.611
Turkiye,TUR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.381,10.358,10.542,10.838,10.636,10.227,10.285,10.965,14.026,11.879,9.789,9.21,9.713,9.901,10.304,10.899,10.919,10.956,13.73,13.148,11.969
Tuvalu,TUV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.994,3.024,3.055,3.108,3.194,3.299,3.023,2.774,2.5,3.029,3.47,3.222,2.93,2.125,2.159,2.23,2.303,2.393,2.496,2.781,2.821
Uganda,UGA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.52,3.5,3.6,2.705,1.9,2.272,2.677,3.052,3.6,3.619,3.528,3.551,1.91,2.348,2.679,3.008,3.428,3.25,3.06,3.831,3.422
Ukraine,UKR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.061,10.136,9.057,8.59,7.18,6.81,6.351,6.363,8.84,8.1,7.851,7.529,7.17,9.27,9.14,9.35,9.5,8.799,8.194,9.475,9.834
Upper middle income,UMC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.959008917,6.293386281,6.408113036,6.252521595,6.24660024,5.999977062,5.912514075,5.88557105,6.213136871,5.904265292,5.72410326,5.624325158,5.575342142,5.589796007,5.809438855,6.043071379,6.051119336,5.976118349,6.111068923,6.812169641,6.4331502
Uruguay,URY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,15.052,16.648,16.661,12.98,12.009,10.844,9.403,8.025,7.74,7.158,6.307,6.451,6.444,6.547,7.488,7.841,7.89,8.336,8.836,10.413,9.328
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.731,5.783,5.989,5.529,5.084,4.623,4.622,5.784,9.254,9.633,8.949,8.069,7.375,6.168,5.28,4.869,4.355,3.896,3.669,8.055,5.349
Uzbekistan,UZB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.3,10.283,9.248,8.162,7.092,6.03,4.99,4.89,5.04,5.36,4.96,4.87,4.86,5.09,5.15,5.16,5.83,5.389,4.932,5.293,5.364
St. Vincent and the Grenadines,VCT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,21.1,20.617,19.967,19.523,19.449,19.15,18.927,18.79,19.386,19.966,20.049,19.867,19.367,19.249,19.141,19.028,19.006,18.984,19.235,20.636,20.341
"Venezuela, RB",VEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.04,16.17,16.78,15.07,10.663,8.606,7.279,6.245,6.097,7.112,6.902,6.601,7.54,6.821,6.137,5.319,5.045,5.46,5.876,7.53,7.037
British Virgin Islands,VGB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.678,10.933,11.254,10.927,10.878,10.36,10.137,10.22,11.527,11.742,12.041,12.109,12.55,12.64,12.422,12.515,12.217,12.407,12.551,15.191,14.273
Viet Nam,VNM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.76,2.12,2.25,2.14,2.078,2.046,2.026,1.889,1.737,1.114,0.999,1.027,1.316,1.256,1.848,1.848,1.874,1.161,1.681,2.103,2.385
Vanuatu,VUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.434,8.621,8.682,8.447,8.126,8.006,6.854,5.661,4.565,4.685,4.821,4.951,5.058,5.15,5.254,5.261,5.287,5.326,5.444,4.046,4.766
World,WLD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.202246426,6.428244132,6.495495403,6.337595408,6.227128117,5.976250262,5.777537576,5.832309711,6.419614941,6.28633469,6.156885835,6.159641648,6.107219446,5.965959564,6.006559269,5.978273843,5.907231413,5.768983083,5.598930795,6.608805017,6.064445979
Samoa,WSM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.96,4.975,5.037,5.162,5.212,5.321,5.426,5.539,5.647,5.621,5.68,8.752,8.773,8.72,8.9,9.062,9.4,8.639,7.838,7.435,6.612
Kosovo,XKX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.724,11.84,12.015,12.132,12.215,12.35,12.488,12.657,12.763,12.779,13.311,13.473,13.673,13.467,17.9,18.416,18.603,17.584,17.202,17.953,18.287
South Africa,ZAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,22.605,22.547,22.629,22.538,22.461,22.324,22.287,22.407,23.523,24.683,24.639,24.727,24.561,24.89,25.149,26.536,27.035,26.906,28.468,29.217,34.007
Zambia,ZMB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.415,14.131,14.705,15.33,15.9,13.229,10.561,7.93,10.582,13.19,10.545,7.85,7.264,6.571,5.942,5.239,4.529,5.033,5.542,6.033,5.199
Zimbabwe,ZWE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.318,5.007,4.735,4.39,4.622,4.759,4.991,5.357,5.453,5.447,5.368,5.061,4.943,4.774,5.377,5.886,6.344,6.793,7.373,8.621,9.54
